item_text_ar,item_text_en_ai
٣. هل يغسل طفلك يديه بالماء والصابون ثم يجففهما بالمنشفة دون مساعدة؟,3. Does your child wash his hands with soap and water and then dry them with a towel without assistance?
٣. هل يفرّش طفلك أسنانه بوضع معجون الأسنان على الفرشاة ثم التفريش دون مساعدة؟,3. Does your child brush his teeth by putting toothpaste on the brush and then brushing without assistance?
٣. هل يقص طفلك ورقة باستخدام مقص الأطفال الآمن؟ لا يتوجب عليه أن يقص الورقة، ولكن عليه أن يحرك يده بفتح وإغلاق شفرتي المقص وهو ممسك بالورقة بيده الأخرى.,"3. Does your child cut a sheet of paper using child-safe scissors? He does not have to cut the paper, but he must move his hand by opening and closing the blades of the scissors while holding the paper in his other hand."
٣. هل يقف طفلك بمفرده ويمشي بضع خطوات إلى الأمام؟,3. Does your child stand on his own and walk a few steps forward?
٣. هل يقفز طفلك رافعًا كلتا قدميه عن الأرض في نفس الوقت؟,3. Does your child jump with both feet off the ground at the same time?
٣. هل يقفز طفلك للأمام مسافة 20 بوصة / 50 سم رافعًا كلتا قدميه معًا؟,3. Does your child jump forward 20 inches/50 cm with both feet together?
٣. هل يقلب طفلك صفحات كتاب بمفرده؟,3. Does your child turn the pages of a book on his own?
٣. هل يقلب طفلك قارورة شفافة ليستخرج منها كسرة خبز وقعت فيها - بحجم حبة الفول تقريبًا؟,3. Does your child turn over a clear bottle to extract a piece of bread that has fallen into it - about the size of a bean?
٣. هل يقلدك طفلك عندما تقوم بإحدى الحركات التالية:,3. Does your child imitate you when you do one of the following movements:
٣. هل يقول طفلك ثمان كلمات أو أكثر بالإضافة إلى كلمتي “ماما” و “بابا”؟,3. Does your child say eight or more words in addition to “mama” and “dada”?
٣. هل يقوم طفلك بحركة البرم أو اللف بيده؟ كأن يدير مقبض الباب لفتحه، أو يبرم مفتاح لعبته لتشغيلها، أوغطاء علبة لفتحها وإغلاقها؟,"3. Does your child twist or roll with his hands? Like turning a doorknob to open it, or turning the key of a toy to turn it on, or the lid of a box to open and close it?"
٣. هل يلتقط طفلك لعبة صغيرة مستخدمًا رؤوس أصابعة؟,3. Does your child pick up a small toy using his or her fingertips?
٣. هل يلعب طفلك بخبط اللعبة للأعلى والأسفل، على الأرض أو الطاولة؟,"3. Does your child play by banging the toy up and down, on the floor or table?"
٣. هل يلوّن طفلك ضمن حدود الرسمات الموجودة في كتب التلوين أو ضمن حدود دائرة ترسمتها له قطرها 2 بوصة / 5 سم؟,3. Does your child color within the boundaries of the drawings in the coloring books or within the boundaries of a circle you have drawn for him with a diameter of 2 inches/5 cm?
٣. هل يمسك طفلك بملابسه أو يخدشها بأصابعه؟,3. Does your child grab his clothes or scratch them with his fingers?
٣. هل يمشي طفلك جيدًا ونادرًا ما يقع على الأرض؟,3. Does your child walk well and rarely fall over?
٣. هل يمشي طفلك وهو يستند بيد واحدة إلى قطعة أثاث قريبة منه؟,3. Does your child walk with one hand on a nearby piece of furniture?
٣. هل يميل طفلك بنفسه إلى الأسفل ليلتقط شيئًا من الأرض، ثم يقف مرة ثانية على قدميه دون الحاجة إلى المساعدة؟,"3. Does your child bend down by himself to pick something up from the floor, then get back up on his feet without needing help?"
٣. هل ينزل طفلك درجات السلم ممسكًا بإحدى يديك؟,3. Does your child walk down the stairs holding one hand?
٣. هل ينفذ طفلك على الأقل ثلاثا من التعليمات التالية دون أن تساعده بالتلميح أو الإشارة؟,3. Does your child carry out at least three of the following instructions without your help by hinting or pointing?
٣. هل ينقلب طفلك من وضعية الاستلقاء على ظهره إلى بطنه مخرجًا ذراعيه من تحت جسده؟,"3. Does your baby turn from lying on his back to his stomach, pulling his arms out from under his body?"
٣. هل يُسقط طفلك مجموعة ألعاب صغيرة الواحدة تلو الأخرى في وعاء أو صندوق؟,3. Does your child drop small toys one by one into a bowl or box?
٣. هل يُصرّف طفلك الكلمات؟ كأن يستعملها بصيغة الجمع، أو الماضي، أو المضارع؟ على سبيل المثال، هل يستطيع طفلك أن يقول، “أرى قطتان، أو أنا ألعب الآن، أو ركلتُ الكرة”؟,"3. Does your child conjugate words? Is he using it in the plural, past, or present tense? For example, can your child say, “I see two cats,” or “I am playing now,” or “I kicked the ball”?"
٣.ارسم خطًا على امتداد ورقة. مستخدمًا مقص الأطفال الآمن، هل يستطيع طفلك قص الورقة إلى قطعتين في خط مستقيم أو شبه مستقيم، بفتح وإغلاق شفرتي المقص؟,"3. Draw a line along a piece of paper. Using child-safe scissors, can your child cut the paper into two pieces in a straight or nearly straight line, opening and closing the scissor blades?"
٣.هل يعد طفلك إلى الرقم 15 دون أخطاء؟,3. Does your child count to 15 without errors?
٣.هل يقف طفلك على قدم واحدة دون الاستناد إلى شيء لمدة 5 ثوانٍ من غير أن يختل توازنه أو أن يعيد قدمه للأسفل؟ امنح طفلك محاولتين أو ثلاث قبل الإجابة عن السؤال.,3. Does your child stand on one foot without leaning on anything for 5 seconds without losing his balance or putting his foot back down? Give your child two or three tries before answering the question.
٣.٤ اكتب إجابة طفلك في الفراغ التالي: نشاهد النجوم في الليل و نشاهد الشمس في______,3.4 Write your child’s answer in the following space: We see the stars at night and we see the sun in____
٤. إذا أراد طفلك شيئًا بعيدًا عن متناول يديه، هل يبحث عن كرسي أو صندوق ليصعد عليه حتي يحصل على مايريد؟,"4. If your child wants something out of his reach, does he look for a chair or box to climb on to get what he wants?"
٤. إذا أشرت إلى صورة كرة (أو قطة أو قبعة أو كوب)، ومن ثم سألت طفلك “ما هذه الصورة؟” فهل يسمّي طفلك شيئًا واحدًا على الأقل بنجاح؟,"4. If you point to a picture of a ball (or a cat, or a hat, or a cup), and then ask your child, “What picture is this?” Does your child name at least one object successfully?"
٤. إذا وضعت لعبة صغيرة في وعاء أو صندوق، هل يقلدك طفلك بوضع لعبة، حتى إن لم يفلتها ويتركها تقع؟,"4. If you put a small toy in a bowl or box, does your child imitate you by putting the toy away, even if he doesn't release it and let it fall?"
٤. اطلب من طفلك أن يرسم فوق الخط المرسوم باستخدام قلم رصاص. هل يتتبع طفلك الخط دون انحراف عنه أكثر من مرتين؟,4. Ask your child to draw over the drawn line using a pencil. Does your child follow the line without deviating from it more than twice?
٤. بعد أن تضع قدمي طفلك بفتحات سروال واسع، هل يسحب طفلك السروال بالكامل من الأسفل إلى خصره؟,"4. After you place your child's feet in the wide openings of the pants, does your child pull the pants all the way down to his or her waist?"
٤. بعد أن يشاهدك طفلك ترسم خطًا من أعلى الصحفة إلى أسفلها، هل يقلدك برسم خط على الصفحة بأي اتجاه كان مستخدمًا قلم تلوين أو قلم رصاص أو حبر؟,"4. After your child watches you draw a line from the top of the page to the bottom, does he or she imitate you by drawing a line on the page in any direction with a crayon, pencil, or ink?"
٤. بعد أن يشاهدك طفلك ترسم خطًا من يمين الصفحة إلى يسارها، اطلب منه أن يرسم خطًا مشابهًا للذي رسمت. لا تجعله يرسم فوق خطك. هل يستطيع طفلك رىسم خط أفقي؟,"4. After your child watches you draw a line from the right to the left of the page, ask him to draw a line similar to the one you drew. Don't let him draw over your line. Can your child draw a horizontal line?"
٤. بعد أن يشاهدك طفلك ترسم دائرة. اطلب منه أن يرسم دائرة كالتي رسمت. لا تجعله يرسم فوقها. هل يقلدك طفلك برسم دائرة؟,4. After your child watches you draw a circle. Ask him to draw a circle like the one I drew. Don't let him paint over it. Does your child imitate you by drawing a circle?
٤. بعد محاولة أو اثنتين، هل يلتقط طفلك خيطًا مستخدمًا السبابة والإبهام معًا؟,"4. After one or two attempts, does your child pick up a string using both his index finger and thumb?"
٤. بعدما يكون طفلك واقفًا ومستندًا على قطعة أثاث، هل ينحني إلى الأسفل ليلتقط لعبة من الأرض ثم يعود إلى وضعية الوقوف؟,"4. After your child is standing and leaning on a piece of furniture, does he bend down to pick up a toy from the floor and then return to a standing position?"
٤. بينما ينظر طفلك إلى المرآة، هل يحاول أن يناول اللعبة التي بين يديه لانعكاس صورته في المرآة؟,"4. While your child looks in the mirror, does he try to pass the toy in his hands to his reflection in the mirror?"
٤. حينما تحرك لعبة أمام طفلك للأعلى والأسفل (على بعد 10 بوصات / 25 سم تقريبًا)، هل يتتبع طفلك حركة اللعبة بعينيه؟,"4. When you move a toy up and down in front of your child (about 10 inches/25 cm away), does your child track the toy's movement with his eyes?"
٤. عند تصفحه لكتاب يحتوي على صور، هل يخبرك طفلك عما تحويه الصور من أحداث؟,"4. When browsing a book that contains pictures, does your child tell you about the events in the pictures?"
٤. عند تصفحه لكتاب يحتوي على صور، هل يخبرك طفلك عما تحويه الصور من أحداث؟ (على سبيل المثال، “ينبح”، أو “يجري” أو يأكل، أو يبكي…)؟ يمكنك أن تسأله ماذا يفعل الكلب أو الولد في الصورة؟,"4. When browsing a book that contains pictures, does your child tell you about the events in the pictures? (For example, “barks”, “runs”, eats, cries…)? You can ask him what the dog or boy is doing in the picture?"
٤. عندما تبتسم لطفلك، هل يبتسم لك؟,"4. When you smile at your child, does he smile back at you?"
٤. عندما تري طفلك أشياء محسوسة وتسأله، “ما لون هذا الشيء؟” هل يُسمي خمسة ألوان مختلفة:كالأحمر، و الأزرق، و الأصفر، و البرتقالي، و الأسود، و الأبيض، و الوردي؟,"4. When you show your child tangible objects and ask, “What color is this object?” Does he name five different colors: red, blue, yellow, orange, black, white, and pink?"
٤. عندما تسأل طفلك عن شيء مألوف له، هل يذهب إلى الغرفة الأخرى ليبحث عنه؟,"4. When you ask your child about something familiar, does he go into the other room to look for it?"
٤. عندما تسأل طفلك “أي دائرة هي الصغرى؟”، هل يشير إلى الدائرة الصغرى؟,4. When you ask your child “Which circle is the smallest?” does he point to the smallest circle?
٤. عندما تسأل طفلك:“ ما اسمك؟” هل يجيب بذكر اسمه الأول واسم العائلة؟,4. When you ask your child: “What is your name?” Should he answer by mentioning his first and last name?
٤. عندما تشير بإصبعك إلى الصورة المعطاة وتسأل طفلك “ما هذا”؟ هل يجيبك بكلمة تدل على شخص أو ما شابه؟,4. When you point your finger at the given picture and ask your child “What is this”? Does he answer you with a word that refers to a person or something similar?
٤. عندما تضع طفلك على الأرض، هل يتكئ على يديه عند الجلوس؟,"4. When you place your baby on the floor, does he lean on his hands when sitting?"
٤. عندما تضع لعبة في يد طفلك، هل يمسك بها لمدة دقيقة واحدة بينما ينظر إليها، ويحركها، ويحاول عضها؟,"4. When you place a toy in your child's hand, does he hold it for a minute while looking at it, moving it, and trying to bite it?"
٤. عندما تضع لعبة في يد طفلك، هل ينظر إليها؟,"4. When you put a toy in your child's hand, does he look at it?"
٤. عندما تقول لطفلك:“ قل خمسة، ثمانية، ثلاثة”، هل يُعيد عليك الأرقام الثلاث بنفس الترتيب؟ لا تكرر عليه الأرقام مرة أخرى.,"4. When you say to your child: “Say five, eight, three,” does he repeat the three numbers to you in the same order? Don't repeat the numbers again."
٤. عندما تقول لطفلك:“ قل سبعة، ثلاثة”، هل يُعيد عليك الرقمين بنفس الترتيب؟ لا تكرر عليه الأرقام مرة أخرى.,"4. When you say to your child: “Say seven, three,” does he repeat the two numbers to you in the same order? Don't repeat the numbers again."
٤. عندما تمد يدك وتطلب من طفلك أن يعطيك لعبته، هل يعطيك إياها حتى وإن لم يفلتها؟,"4. When you reach out and ask your child to give you his toy, does he give it to you even if he doesn't let go?"
٤. عندما تمسك بكلتا يدي طفلك لتساعده على التوازن أثناء الوقوف، هل يقف دون اهتزاز؟,"4. When you hold your child in both hands to help him balance while standing, does he stand without shaking?"
٤. عندما تمسك كلتا يدي طفلك لمساعدته على الوقوف على قدميه بتوازن، هل يخطو بضع خطوات دون أن يتعثر أو يقع؟,"4. When you hold both of your child's hands to help him stand on his feet with balance, does he take a few steps without tripping or falling?"
٤. عندما تُري طفلك كيفية ركل الكرة، هل يحاول ركلها بتحريك ساقه إلى الأمام أو بالمشي تجاه الكرة؟,"4. When you show your child how to kick a ball, does he try to kick it by moving his leg forward or by walking toward the ball?"
٤. عندما تُعطي طفلك أشياء مقلوبة كقارورة أو معلقة أو قلم، هل يقوم بتعديلها ليستخدمها بشكل صحيح؟,"4. When you give your child upside-down objects such as a bottle, spoon or pen, does he adjust them to use them correctly?"
٤. عندما تُلبس طفلك هل يرفع قدمه لارتداء الحذاء، أو الجورب، أو البنطلون؟,"4. When you dress your child, does he lift his foot to put on shoes, socks, or pants?"
٤. عندما يصدر صوت عالٍ من مكان ما، هل ينظر طفلك إلى المكان الذي صدر منه الصوت؟,"4. When a loud sound comes from somewhere, does your child look to where the sound came from?"
٤. عندما يكون طفلك مستلقيًا على بطنه، هل يرفع رأسه إلى الأعلى لينظر حوله؟,"4. When your baby is lying on his stomach, does he lift his head up to look around?"
٤. عندما يكون طفلك مستلقيًا على ظهره، هل يرفس برجليه؟,"4. When your baby is lying on his back, does he kick his legs?"
٤. عندما يكون طفلك مقابلً لمرآة كبيرة، هل يحاول الوصول إليها ولمسها؟,"4. When your child is facing a large mirror, does he try to reach out and touch it?"
٤. عندما يكون طفلك ممسكاً بلعبتين صغيرتين في كلتا يديه، هل يصفق إحداهما بالأخرى؟,"4. When your child holds two small toys in both hands, does he clap one with the other?"
٤. عندما يلعب طفلك بدميته، هل يتظاهر بإطعامها، وتغيير ملابسها، أو هزها للنوم، أو وضعها على السرير، وإلخ؟,"4. When your child plays with his doll, does he pretend to feed it, change it, rock it to sleep, put it to bed, etc.?"
٤. هل يأتي طفلك إليك عندما يحتاج مساعدتك في فتح غطاء علبة مثلً أو تشغيل لعبة؟,4. Does your child come to you when he needs your help opening the lid of a can or playing a game?
٤. هل يبتسم طفلك عندما تكلمه؟,4. Does your child smile when you talk to him?
٤. هل يتناول طفلك الطعام باستخدام الملعقة حتى لو كان بعض الطعام يسقط من ملعقته؟,4. Does your child eat with a spoon even if some of the food falls off his spoon?
٤. هل يتنقل طفلك ماشيًا بدلً من أن يحبو على يديه وركبتيه؟,4. Does your baby walk instead of crawling on his hands and knees?
٤. هل يجري طفلك بشكل جيد، ويتوقف بنفسه عن الجري دون أن يسقط أو يصطدم بشيء؟,4. Does your child run well and stop running on his own without falling or bumping into anything?
٤. هل يحاول طفلك الوصول إلى لعبة صغيرة بعيدة عن متناول يديه مستخدمًا ملعقة أوعصا أو أي أداة أخرى، بعد أن تريه كيف يفعل ذلك؟,"4. Does your child try to reach a small toy out of reach using a spoon, stick, or other tool after you show him how to do it?"
٤. هل يحرك طفلك ساقه إلى الأمام عند ركل الكرة دون أن يمسك بأي شيء؟,4. Does your child move his leg forward when kicking the ball without catching anything?
٤. هل يخربش طفلك على الورقة ذهابًا وإيابًا عندما تقوم بإعطائه قلم تلوين أو قلم رصاص أو حبر، من دون أن تريه كيف يفعل ذلك؟,"4. Does your child scribble back and forth on the paper when you give him a crayon, pencil or ink, without you showing him how to do it?"
٤. هل يردد طفلك جملة مكونة من كلمتين بعد أن تقال له؟ كأن تقول له:“ ماما تأكل”، أو “بابا يلعب”، أو “اذهب إلى البيت”؟,"4. Does your child repeat a two-word sentence after it is said to him? Like saying to him: “Mommy is eating,” or “Daddy is playing,” or “Go home”?"
٤. هل يساعدك طفلك بمسك زجاجة الحليب في يديه أثناء الرضاعة، أو هل يمسك بالثدي بيديه أثناء الرضاعة؟,"4. Does your baby help you hold the milk bottle in his hands while feeding, or does he hold the breast with his hands while feeding?"
٤. هل يستخدم طفلك صيغة المقارنة بين الأشياء مثل “أثقل”، أو “أقوى”، أو “أقصر”.,"4. Does your child use comparatives such as “heavier,” “stronger,” or “shorter?”"
٤. هل يستخدم طفلك كلمتين على الأقل من الكلمات التالية بطريقة صحيحة:“ أنا”، و “أنت”، و “هي”، و “مِلكِي”؟,"4. Does your child use at least two of the following words correctly: “I,” “you,” “she,” and “mine”?"
٤. هل يستطيع طفلك أن يُسقط كسرة خبز -بحجم حبة الفول تقريبًا- في قارورة شفافة كقارورة الماء أو قارورة حليب الطفل؟,"4. Can your child drop a piece of bread, about the size of a bean, into a clear bottle such as a water bottle or baby formula bottle?"
٤. هل يستطيع طفلك القفز على قدم واحدة - سواء اليمنى أو اليسرى - مرة واحدة على الأقل دون أن يقع أو يفقد توازنه؟,4. Can your child hop on one foot - either right or left - at least once without falling or losing his balance?
٤. هل يستطيع طفلك فتح زر أو أكثر؟,4. Can your child open one or more buttons?
٤. هل يشير طفلك، أو يحاول لمس أو التقاط صورة من كتاب ما؟,"4. Does your child point, touch or take a picture from a book?"
٤. هل يصعد أو ينزل طفلك درجتين من درجات السلم بنفسه؟ يمكن لطفلك أن يمسك بدرابزين الدرج أو مقابض السلم أو بالحائط.,"4. Does your child walk up or down two flights of stairs on his own? Your child can hold on to the stair railing, ladder handles, or the wall."
٤. هل يصعد طفلك سلم الدرج مستخدمًا قدمًا واحدة لكل درجة يصعدها؟,4. Does your child climb stairs using one foot for each step?
٤. هل يصعد طفلك فوق قطعة من الأثاث، أو أي قطعة صلبة كبيرة الحجم؟,"4. Does your child climb on a piece of furniture, or any large, hard object?"
٤. هل يصعد طفلك فوق كرسي أو غيره للوصول إلى ما يريد؟,4. Does your child climb on a chair or other object to reach what he wants?
٤. هل يضع طفلك ثلاث ألعاب أو مكعبات صغيرة فوق بعضها؟,4. Does your child place three toys or small cubes on top of each other?
٤. هل يضع طفلك سبع ألعاب أو مكعبات صغيرة فوق بعضها بنفسه؟,4. Does your child put seven toys or small blocks on top of each other by himself?
٤. هل يضع طفلك قدمه في فمه عندما يكون مستلقيًا على ظهره؟,4. Does your baby put his foot in his mouth when he's lying on his back?
٤. هل يضع طفلك لعبة صغيرة فوق الأخرى أو مكعبًا فوق الآخر؟,4. Does your child place one small toy on top of another or a cube on top of another?
٤. هل يضع طفلك ملعقة الطعام في فمه بطريقة صحيحة بحيث لا يسقط منها الطعام؟,4. Does your child put the food spoon in his mouth correctly so that the food does not fall out?
٤. هل يضغط طفلك بعض المفاتيح للتشغيل والإغلاق؟ كمفاتيح الإضاءة أو تشغيل الألعاب؟,4. Does your child press some switches to turn them on and off? Like light switches or playing games?
٤. هل يطلق طفلك أصوات كالأصوات الآتية: ” دا“، و ”با“، و ”كا“، و ”غا“؟,"4. Does your child make sounds such as “da,” “ba,” “ka,” and “ga”?"
٤. هل يعيد طفلك الأشياء إلى أماكنها؟ كأن يضع الألعاب في مكانها على رف الألعاب، والبطانية على السرير، والأطباق في المطبخ؟,"4. Does your child put things back in their places? Like putting the toys in their place on the toy shelf, the blanket on the bed, and the dishes in the kitchen?"
٤. هل يقف طفلك على قدم واحدة لمدة ثانية واحدة دون أن يستند إلى شيء؟,4. Does your child stand on one foot for one second without leaning on anything?
٤. هل يقفز طفلك رافعًا كلتا قدميه عن الأرض في نفس الوقت؟,4. Does your child jump with both feet off the ground at the same time?
٤. هل يقفز طفلك مسافة 6 بوصات / 16 سم إلى الأمام رافعًا كلتا قدميه عن الأرض في نفس الوقت أثناء القفز؟,"4. Does your child jump 6 inches/16 cm forward, lifting both feet off the ground at the same time while jumping?"
٤. هل يقلب طفلك صفحات كتاب بمفرده؟,4. Does your child turn the pages of a book on his own?
٤. هل يقول طفلك 15 كلمة أو أكثر بالإضافة إلى كلمتي “ماما” و “بابا”؟,4. Does your child say 15 or more words in addition to “mama” and “dada”?
٤. هل يقول طفلك ثلاث كلمات مثل: ”ماما“، و”بابا“، و”دادا“؟,"4. Does your child say three words such as: “mama,” “dada,” and “dada”?"
٤. هل يقوم طفلك باتباع ثلاثة أوامر مختلفة عن بعضها دون أن تساعده بالإشارة أو بتكرار الأوامر عليه؟ اعطه ثلاثة أوامر قبل أن يبدأ بتنفيذها. على سبيل المثال يمكنك أن تقول:“ صفق بيديك، وامش إلى الباب ، واجلس” أو “أعطني القلم، وافتح الكتاب، وقف على قدميك”.,"4. Does your child follow three different commands without you helping him by pointing or repeating the commands to him? Give him three commands before he starts executing them. For example, you could say: “Clap your hands, walk to the door, and sit down” or “Give me the pen, open the book, and stand on your feet.”"
٤. هل يقوم طفلك بخدمة نفسه بغرف طعامه من إناء لآخر مستخدمًا معلقة أو غيرها من أدوات الطعام؟ هل يستخدم طفلك مثلً معلقة كبيرة ليسكب المرق من علبة إلى إناء؟,"4. Does your child serve himself by scooping his food from one bowl to another using a spoon or other eating utensil? For example, does your child use a large spoon to pour broth from a container into a bowl?"
٤. هل يكوّن طفلك جملً من ثلاث أو أربع كلمات؟,4. Does your child form sentences with three or four words?
٤. هل يلتقط طفلك بلعبة ويضعها في فمه؟,4. Does your child pick up a toy and put it in his mouth?
٤. هل يلتقط طفلك كرة كبيرة بكلتا يديه؟ لا بد أن تقف على مسافة 5 أقدام / 1.5 م من طفلك وتحاول معه مرتين أو ثلاث مرات قبل الإجابة على هذا السؤال.,4. Does your child catch a large ball with both hands? You must stand at a distance of 5 feet/1.5 m from your child and try with him two or three times before answering this question.
٤. هل يلتقط طفلك كسرة خبز مستخدمًا رؤوس أصابعه، دون أن يسند يده أو ذراعه على الطاولة؟,"4. Does your child pick up a piece of bread using his tiptoes, without resting his hand or arm on the table?"
٤. هل يلتقط طفلك لعبة صغيرة بيد واحدة؟,4. Does your child pick up a small toy with one hand?
٤. هل يلتقط طفلك لعبة صغيرة، ويمسك بها في منتصف يده وأصابعه قابضة عليها؟,"4. Does your child pick up a small toy, hold it in the middle of his hand with his fingers clenching it?"
٤. هل يلعب طفلك واحدة على الأقل من ألعاب الأطفال الشائعة إذا طلبت منه ذلك، مثل: أن يلوح بيده ”باي باي“، أو ”لعبة تغطية الوجه ثم كشفه“، أو ”التصفيق باليد“؟,"4. Would your child play at least one of the common children's games if you asked him to do so, such as the “bye bye” wave, the “cover and reveal face game,” or the “hand clap”?"
٤. هل يلعب طفلك واحدة على الأقل من ألعاب الأطفال الشائعة إذا طلبت منه ذلك، مثل:أن يلوح بيده ”باي باي“، أو ”لعبة تغطية الوجه ثم كشفه“، أو ”التصفيق باليد“؟,"4. Would your child play at least one of the common children's games if you asked him to do so, such as the “bye bye” wave, the “cover and reveal face game,” or the “hand clap”?"
٤. هل يلمس طفلك وجهه بيديه؟,4. Does your child touch his face with his hands?
٤. هل يمرر طفلك اللعبة من يد لأخرى عدة مرات؟,4. Does your child pass the toy from one hand to another several times?
٤. هل يمسك طفلك قلم تلوين أو قلم رصاص أو حبر بين أصابعه وإبهامه عندما يرسم كما يفعل الكبار؟,"4. Does your child hold a crayon, pencil, or ink between his fingers and thumb when he draws like adults do?"
٤. هل يمشي طفلك على أطراف أصابعه مسافة 15 قدم / 4.5 م؟,4. Does your child tiptoe 15 feet/4.5 m?
٤. هل يناغي طفلك بصوت عالٍ؟,4. Does your child babble loudly?
٤. هل يُصرّف طفلك الكلمات؟ كأن يستعملها بصيغة الجمع، أو الماضي، أو المضارع؟ على سبيل المثال، هل يستطيع طفلك أن يقول، “أرى قطتان، أو أنا ألعب الآن، أو ركلتُ الكرة”؟,"4. Does your child conjugate words? Is he using it in the plural, past, or present tense? For example, can your child say, “I see two cats,” or “I am playing now,” or “I kicked the ball”?"
٤.هل يستطيع طفلك نسخ الأشكال الموجودة بالأسفل دون أن يتتبعها؟,4. Can your child copy the shapes below without tracing them?
٤.هل يستكمل طفلك الجمل التالية باستخدام الكلمات المضادة للكلمات المطبوعة بخط مائل.مثال:“ الحجر صلب والوسادة ناعمة”.,4. Does your child complete the following sentences using the opposite words to the words printed in italics? Example: “The stone is hard and the pillow is soft.”
٥. أثناء الوقوف، هل يرمي طفلك الكرة إلى الأمام وهو رافعٌ ذراعه بارتفاع كتفه؟ إذا كان طفلك يسقط الكرة أو يرميها دون مستوى الكتف؛ فاختر “ليس بعد”.,"5. While standing, does your child throw the ball forward with his arm raised at shoulder height? If your child drops the ball or throws it below shoulder level; Choose “Not yet.”"
٥. إذا أراد طفلك شيئًا بعيدًا عن متناول يديه، هل يبحث عن كرسي أو صندوق ليصعد عليه حتي يحصل على مايريد؟.,"5. If your child wants something out of his reach, does he look for a chair or box to climb on to get what he wants?"
٥. استخدم صورة تحتل صفحة كاملة من مجلة وقصها إلى ستة أجزاء مختلفة الأشكال، أو يمكنك استخدام أحجية مكوّنة من خمس إلى سبع قطع. هل يستطيع طفلك تجميع القطع بشكل صحيح؟,"5. Use a full-page picture from a magazine and cut it into six different shaped pieces, or you can use a puzzle with five to seven pieces. Can your child assemble the pieces correctly?"
٥. اطلب من طفلك أن يرسم شخصًا على ورقة فارغة. لك أن تطلب منه أن يرسم صورة لبنت أو ولد.,5. Ask your child to draw a person on a blank sheet of paper. You can ask him to draw a picture of a girl or a boy.
٥. اطلب من طفلك دون أن تساعده بإشارة أو تلميح:“ ضع الكتاب على الطاولة” وَ “ضع الحذاء تحت الكرسي”. هل ينفذ طفلك الأوامر المطلوبة منه بطريقة صحيحة؟,"5. Ask your child, without helping him with a gesture or hint: “Put the book on the table” and “Put the shoes under the chair.” Does your child carry out the commands required of him correctly?"
٥. اعرض على طفلك كيفية بناء جسر من المكعبات أو الصناديق أو العلب كما في الصورة. هل يقلدك ببناء جسر مشابه؟,"5. Show your child how to build a bridge from cubes, boxes or cans as in the picture. Does he imitate you by building a similar bridge?"
٥. امنح طفلك فرصة ليشاهدك تحرك سحّاب المعطف إلى الأعلى وإلى الأسفل، ثم قل “انظر إلى السحاب وهو يذهب إلى الأعلى وإلى الأسفل. “ثم ضع السحّاب في المنتصف واطلب من طفلك أن يُنزله إلى الأسفل. أعد السحّاب إلى المنتصف ثم اطلب من طفلك أن يحركه إلى الأعلى. كرر هذه العملية عدة مرات مع مراعاة وضع السحاب في المنتصف قبل أن تطلب تحريكه. هل يحرك طفلك السحاب إلى الأعلى عندما تقول “إلى الأعلى” وإلى الأسفل عندما تقول “إلى الأسفل”؟,"5. Give your child a chance to watch you move the coat's zipper up and down, then say, “Look at the zipper going up and down.” Then place the zipper in the middle and ask your child to pull it down. Return the zipper to the center and ask your child to move it to the top. Repeat this process several times, making sure to center the zipper before asking to move it. Does your child move the zipper up when you say “up” and down when you say “down”?"
٥. بعد أن يشاهدك طفلك ترسم خطًا من أعلى الصحفة إلى أسفلها، هل يقلدك برسم خط على الصفحة بأي اتجاه كان مستخدمًا قلم تلوين أو قلم رصاص أو حبر؟,"5. After your child watches you draw a line from the top of the page to the bottom, does he or she imitate you by drawing a line on the page in any direction with a crayon, pencil, or ink?"
٥. بعد أن يشاهدك طفلك ترسم دائرة. اطلب منه أن يرسم دائرة كالتي رسمت. لا تجعله يرسم فوقها. هل يقلدك طفلك برسم دائرة؟,5. After your child watches you draw a circle. Ask him to draw a circle like the one I drew. Don't let him paint over it. Does your child imitate you by drawing a circle?
٥. عندما تسأل طفلك “أي دائرة هي الصغرى؟”، هل يشير إلى الدائرة الصغرى؟,5. When you ask your child “Which circle is the smallest?” does he point to the smallest circle?
٥. عندما تسأل طفلك ”أين الكرة (أو القبعة، أو الحذاء.. إلخ)“؟ هل ينظر إلى الشيء المطلوب؟,"5. When you ask your child “Where is the ball (or hat, shoe, etc.)?”? Does he look at the desired thing?"
٥. عندما تضع لعبة في يد طفلك، هل يضعها في فمه؟,"5. When you put a toy in your child's hand, does he put it in his mouth?"
٥. عندما تقول لطفلك:“ قل سبعة، ثلاثة”، هل يُعيد عليك الرقمين بنفس الترتيب؟ لا تكرر عليه الأرقام مرة أخرى.,"5. When you say to your child: “Say seven, three,” does he repeat the two numbers to you in the same order? Don't repeat the numbers again."
٥. عندما تمسك بطفلك في وضعية الجلوس، هل ينظر إلى لعبة بحجم كوب أو خشخيشة تضعها على طاولة أمامه أو على الأرض؟,"5. When you hold your baby in a sitting position, does he look at a cup-sized toy or rattle that you place on a table in front of him or on the floor?"
٥. عندما تمسك بكلتا يدي طفلك لتساعده على التوازن أثناء الوقوف، هل يقف دون اهتزاز؟,"5. When you hold your child in both hands to help him balance while standing, does he stand without shaking?"
