"quest","quest_label","domain","item_no","item_code","item_id","item_text_ar","item_text_en","relevance_score","clarity_score","cultural_fit_score","reviewer_id","comments"
24,"24-month","Communication",6,"c6","q24_c6","٥. هل يركب طفلك ما بين كلمتين إلى ثلاث كلمات مختلفة في جملة لتعبر عن فكرة ما؟ كأن يقول” شاهد الكلب”، أو “أمي عودي للمنزل”، أو “القطة رحلت”.","5. Does your child combine two to three different words in a sentence to express an idea? He would say, “See the dog,” or “Mom, come home,” or “The cat is gone.”",NA,NA,NA,NA,NA
24,"24-month","Gross motor",1,"gm1","q24_gm1","١.٥ اكتب جملة طفلك بالفراغ التالي:","1.5 Write your child’s sentence in the following space:",NA,NA,NA,NA,NA
24,"24-month","Gross motor",2,"gm2","q24_gm2","٦. هل يستخدم طفلك كلمتين على الأقل من الكلمات التالية بطريقة صحيحة:“ أنا”، و “أنت”، و “هي”، و “مِلكِي”؟","6. Does your child use at least two of the following words correctly: “I,” “you,” “she,” and “mine”?",NA,NA,NA,NA,NA
24,"24-month","Gross motor",3,"gm3","q24_gm3","١. هل ينزل طفلك درجات السلم ممسكًا بإحدى يديك؟ .","1. Does your child walk down the stairs holding one hand? .",NA,NA,NA,NA,NA
24,"24-month","Gross motor",4,"gm4","q24_gm4","٢. عندما تُري طفلك كيفية ركل الكرة، هل يحاول ركلها بتحريك ساقه إلى الأمام أو بالمشي تجاه الكرة؟ .","2. When you show your child how to kick a ball, does he try to kick it by moving his leg forward or by walking toward the ball? .",NA,NA,NA,NA,NA
24,"24-month","Gross motor",5,"gm5","q24_gm5","٣. هل يصعد أو ينزل طفلك درجتين من درجات السلم بنفسه؟ يمكن لطفلك أن يمسك بدرابزين الدرج أو مقابض السلم أو بالحائط.","3. Does your child walk up or down two flights of stairs on his own? Your child can hold on to the stair railing, ladder handles, or the wall.",NA,NA,NA,NA,NA
24,"24-month","Gross motor",6,"gm6","q24_gm6","٤. هل يجري طفلك بشكل جيد، ويتوقف بنفسه عن الجري دون أن يسقط أو يصطدم بشيء؟","4. Does your child run well and stop running on his own without falling or bumping into anything?",NA,NA,NA,NA,NA
24,"24-month","Fine motor",1,"fm1","q24_fm1","٥. هل يقفز طفلك رافعًا كلتا قدميه عن الأرض في نفس الوقت؟","5. Does your child jump with both feet off the ground at the same time?",NA,NA,NA,NA,NA
24,"24-month","Fine motor",2,"fm2","q24_fm2","٦. هل يحرك طفلك ساقه إلى الأمام عند ركل الكرة دون أن يمسك بأي شيء؟","6. Does your child move his leg forward when kicking the ball without catching anything?",NA,NA,NA,NA,NA
24,"24-month","Fine motor",3,"fm3","q24_fm3","١. هل يضع طفلك ملعقة الطعام في فمه بطريقة صحيحة بحيث لا يسقط منها الطعام؟","1. Does your child put the food spoon in his mouth correctly so that the food does not fall out?",NA,NA,NA,NA,NA
24,"24-month","Fine motor",4,"fm4","q24_fm4","٢. هل يقلب طفلك صفحات كتاب بمفرده؟","2. Does your child turn the pages of a book on his own?",NA,NA,NA,NA,NA
24,"24-month","Fine motor",5,"fm5","q24_fm5","٣. هل يقوم طفلك بحركة البرم أو اللف بيده؟ كأن يدير مقبض الباب لفتحه، أو يبرم مفتاح لعبته لتشغيلها، أوغطاء علبة لفتحها وإغلاقها؟","3. Does your child twist or roll with his hands? Like turning a doorknob to open it, or turning the key of a toy to turn it on, or the lid of a box to open and close it?",NA,NA,NA,NA,NA
24,"24-month","Fine motor",6,"fm6","q24_fm6","٤. هل يضغط طفلك بعض المفاتيح للتشغيل والإغلاق؟ كمفاتيح الإضاءة أو تشغيل الألعاب؟","4. Does your child press some switches to turn them on and off? Like light switches or playing games?",NA,NA,NA,NA,NA
24,"24-month","Problem-solving",1,"cg1","q24_cg1","٥. هل يضع طفلك سبع ألعاب أو مكعبات صغيرة فوق بعضها بنفسه؟","5. Does your child put seven toys or small blocks on top of each other by himself?",NA,NA,NA,NA,NA
24,"24-month","Problem-solving",2,"cg2","q24_cg2","٦. هل يدُخل طفلك الخيط بالأشياء الصغيرة المثقوبة، مثل كرات الخرز وحبوب المعكرونة وعجلات الألعاب الصغيرة؟.","6. Does your child floss with small, perforated objects, such as bead balls, pasta pods, and toy wheels?",NA,NA,NA,NA,NA
24,"24-month","Problem-solving",3,"cg3","q24_cg3","١. بعد أن يشاهدك طفلك ترسم خطًا من أعلى الصحفة إلى أسفلها، هل يقلدك برسم خط على الصفحة بأي اتجاه كان مستخدمًا قلم تلوين أو قلم رصاص أو حبر؟","1. After your child watches you draw a line from the top of the page to the bottom, does he or she imitate you by drawing a line on the page in any direction with a crayon, pencil, or ink?",NA,NA,NA,NA,NA
24,"24-month","Problem-solving",4,"cg4","q24_cg4","٢. هل يقلب طفلك قارورة شفافة ليستخرج منها كسرة خبز وقعت فيها - بحجم حبة الفول تقريبًا؟","2. Does your child turn over a clear bottle to extract a piece of bread that has fallen into it - about the size of a bean?",NA,NA,NA,NA,NA
24,"24-month","Problem-solving",5,"cg5","q24_cg5","٣. هل يتظاهر طفلك باستخدام الأشياء على غير حقيقتها؟ كأن يرفع كوبًا بالقرب من أذنيه متظاهرًا أنه هاتف؟ أو أن يضع صندوقًا على رأسه متظاهرًا أنه قبعة؟ أو أن يستخدم لعبة صغيرة لتقليب طعامه؟","3. Does your child pretend to use things that are not what they are? Like holding a cup up to his ears pretending it was a phone? Or put a box on his head pretending to be a hat? Or use a small toy to stir his food?",NA,NA,NA,NA,NA
24,"24-month","Problem-solving",6,"cg6","q24_cg6","٤. هل يعيد طفلك الأشياء إلى أماكنها؟ كأن يضع الألعاب في مكانها على رف الألعاب، والبطانية على السرير، والأطباق في المطبخ؟","4. Does your child put things back in their places? Like putting the toys in their place on the toy shelf, the blanket on the bed, and the dishes in the kitchen?",NA,NA,NA,NA,NA
24,"24-month","Personal-social",1,"ps1","q24_ps1","٥. إذا أراد طفلك شيئًا بعيدًا عن متناول يديه، هل يبحث عن كرسي أو صندوق ليصعد عليه حتي يحصل على مايريد؟.","5. If your child wants something out of his reach, does he look for a chair or box to climb on to get what he wants?",NA,NA,NA,NA,NA
24,"24-month","Personal-social",2,"ps2","q24_ps2","٦. قم برص أربعة مكعبات أو سيارات في صف مستقيم أمام طفلك، هل يقلدك برصها كلها؟ .","6. Arrange four blocks or cars in a straight row in front of your child. Does he imitate you by stacking them all? .",NA,NA,NA,NA,NA
24,"24-month","Personal-social",3,"ps3","q24_ps3","١. هل يشرب طفلك من كوب ثم يعيده إلى مكانه؟ حتى وإن انسكب القليل من السائل؟","1. Does your child drink from a cup and then put it back in its place? Even if a little liquid is spilled?",NA,NA,NA,NA,NA
24,"24-month","Personal-social",4,"ps4","q24_ps4","٢. هل يقلد طفلك بعض أفعالك كمسح الأرض أو الكنس بالمكنسة، أو الحلاقة، أو تمشيط الشعر؟","2. Does your child imitate some of your actions, such as mopping the floor, sweeping, shaving, or combing hair?",NA,NA,NA,NA,NA
24,"24-month","Personal-social",5,"ps5","q24_ps5","٣. هل يأكل طفلك باستخدام الشوكة أو الملعقة؟","3. Does your child eat with a fork or spoon?",NA,NA,NA,NA,NA
24,"24-month","Personal-social",6,"ps6","q24_ps6","٤. عندما يلعب طفلك بدميته، هل يتظاهر بإطعامها، وتغيير ملابسها، أو هزها للنوم، أو وضعها على السرير، وإلخ؟","4. When your child plays with his doll, does he pretend to feed it, change it, rock it to sleep, put it to bed, etc.?",NA,NA,NA,NA,NA
27,"27-month","Communication",1,"c1","q27_c1","١. هل ينفذ طفلك على الأقل ثلاثا من التعليمات التالية دون أن تساعده بالتلميح أو الإشارة؟","1. Does your child carry out at least three of the following instructions without your help by hinting or pointing?",NA,NA,NA,NA,NA
27,"27-month","Communication",2,"c2","q27_c2","١.١ برجاء تحديد التعليمات التي ينفذها طفلك:","1.1 Please specify the instructions your child carries out:",NA,NA,NA,NA,NA
27,"27-month","Communication",3,"c3","q27_c3","٢. إذا أشرت إلى صورة كرة (أو قطة أو قبعة أو كوب)، ومن ثم سألت طفلك “ما هذه الصورة؟” فهل يسمّي طفلك شيئًا واحدًا على الأقل بنجاح؟","2. If you point to a picture of a ball (or a cat, or a hat, or a cup), and then ask your child, “What picture is this?” Does your child name at least one object successfully?",NA,NA,NA,NA,NA
27,"27-month","Communication",4,"c4","q27_c4","٣. عندما تطلب من طفلك أن يشير إلى أنفه، أو عينيه ، أو شعره، أو قدميه، أو أذنيه أو غيرها من أجزاء الجسم، هل يستطيع طفلك الإشارة إلى سبعة أجزاء على الأقل بطريقة صحيحة؟","3. When you ask your child to point to his nose, eyes, hair, feet, ears or other body parts, can your child point to at least seven parts correctly?",NA,NA,NA,NA,NA
27,"27-month","Communication",5,"c5","q27_c5","٤. هل يستخدم طفلك كلمتين على الأقل من الكلمات التالية بطريقة صحيحة:“ أنا”، و “أنت”، و “هي”، و “مِلكِي”؟","4. Does your child use at least two of the following words correctly: “I,” “you,” “she,” and “mine”?",NA,NA,NA,NA,NA
27,"27-month","Communication",6,"c6","q27_c6","٥. هل يكوّن طفلك جملً من ثلاث أو أربع كلمات؟","5. Does your child form sentences with three or four words?",NA,NA,NA,NA,NA
27,"27-month","Gross motor",1,"gm1","q27_gm1","١.٥ اذكر مثالاً في الفراغ التالي:","1.5 Give an example in the following space:",NA,NA,NA,NA,NA
27,"27-month","Gross motor",2,"gm2","q27_gm2","٦. اطلب من طفلك دون أن تساعده بإشارة أو تلميح:“ ضع الكتاب على الطاولة” وَ “ضع الحذاء تحت الكرسي”. هل ينفذ طفلك الأوامر المطلوبة منه بطريقة صحيحة؟","6. Ask your child, without helping him with a gesture or hint: “Put the book on the table” and “Put the shoes under the chair.” Does your child carry out the commands required of him correctly?",NA,NA,NA,NA,NA
27,"27-month","Gross motor",3,"gm3","q27_gm3","١. هل يصعد أو ينزل طفلك درجتين من درجات السلم بنفسه؟ يمكن لطفلك أن يمسك بدرابزين الدرج أو مقابض السلم أو بالحائط.","1. Does your child walk up or down two flights of stairs on his own? Your child can hold on to the stair railing, ladder handles, or the wall.",NA,NA,NA,NA,NA
27,"27-month","Gross motor",4,"gm4","q27_gm4","٢. هل يجري طفلك بشكل جيد، ويتوقف بنفسه عن الجري دون أن يسقط أو يصطدم بشيء؟","2. Does your child run well and stop running on his own without falling or bumping into anything?",NA,NA,NA,NA,NA
27,"27-month","Gross motor",5,"gm5","q27_gm5","٣. هل يقفز طفلك رافعًا كلتا قدميه عن الأرض في نفس الوقت؟","3. Does your child jump with both feet off the ground at the same time?",NA,NA,NA,NA,NA
27,"27-month","Gross motor",6,"gm6","q27_gm6","٤. هل يحرك طفلك ساقه إلى الأمام عند ركل الكرة دون أن يمسك بأي شيء؟","4. Does your child move his leg forward when kicking the ball without catching anything?",NA,NA,NA,NA,NA
27,"27-month","Fine motor",1,"fm1","q27_fm1","٥. هل يقفز طفلك إلى الأمام مسافة لا تقل عن 3 بوصة / 8 سم برفع كلتا قدميه عن الأرض عند القفز؟","5. Does your child jump forward at least 3 inches/8 cm by lifting both feet off the ground when jumping?",NA,NA,NA,NA,NA
27,"27-month","Fine motor",2,"fm2","q27_fm2","٦. هل يصعد طفلك سلم الدرج مستخدمًا قدمًا واحدة لكل درجة يصعدها؟","6. Does your child climb stairs using one foot for each step?",NA,NA,NA,NA,NA
27,"27-month","Fine motor",3,"fm3","q27_fm3","١. هل يقوم طفلك بحركة البرم أو اللف بيده؟ كأن يدير مقبض الباب لفتحه، أو يبرم مفتاح لعبته لتشغيلها، أوغطاء علبة لفتحها وإغلاقها؟","1. Does your child twist or roll with his hands? Like turning a doorknob to open it, or turning the key of a toy to turn it on, or the lid of a box to open and close it?",NA,NA,NA,NA,NA
27,"27-month","Fine motor",4,"fm4","q27_fm4","٢. هل يضغط طفلك بعض المفاتيح للتشغيل والإغلاق؟ كمفاتيح الإضاءة أو تشغيل الألعاب؟","2. Does your child press some switches to turn them on and off? Like light switches or playing games?",NA,NA,NA,NA,NA
27,"27-month","Fine motor",5,"fm5","q27_fm5","٣. بعد أن يشاهدك طفلك ترسم خطًا من أعلى الصفحة إلى أسفلها مستخدمًا قلم تلوين أو قلم رصاص أو حبر، اطلب منه أن يرسم خطًا مشابهًا للذي رسمت. لا تجعله يرسم فوق خطك. هل يستطيع طفلك رىسم خط عمودي؟","3. After your child watches you draw a line from the top to the bottom of the page using a crayon, pencil, or ink, ask him to draw a line similar to the one you drew. Don't let him draw over your line. Can your child draw a vertical line?",NA,NA,NA,NA,NA
27,"27-month","Fine motor",6,"fm6","q27_fm6","٤. هل يضع طفلك سبع ألعاب أو مكعبات صغيرة فوق بعضها بنفسه؟","4. Does your child put seven toys or small blocks on top of each other by himself?",NA,NA,NA,NA,NA
27,"27-month","Problem-solving",1,"cg1","q27_cg1","٥. هل يدُخل طفلك الخيط بالأشياء الصغيرة المثقوبة، مثل كرات الخرز وحبوب المعكرونة وعجلات الألعاب الصغيرة؟","5. Does your child floss with small, perforated objects, such as bead balls, pasta pods, and small toy wheels?",NA,NA,NA,NA,NA
27,"27-month","Problem-solving",2,"cg2","q27_cg2","٦. بعد أن يشاهدك طفلك ترسم خطًا من يمين الصفحة إلى يسارها، اطلب منه أن يرسم خطًا مشابهًا للذي رسمت. لا تجعله يرسم فوق خطك. هل يستطيع طفلك رىسم خط أفقي؟","6. After your child watches you draw a line from the right to the left of the page, ask him to draw a line similar to the one you drew. Don't let him draw over your line. Can your child draw a horizontal line?",NA,NA,NA,NA,NA
27,"27-month","Problem-solving",3,"cg3","q27_cg3","١. هل يتظاهر طفلك باستخدام الأشياء على غير حقيقتها؟ كأن يرفع كوبًا بالقرب من أذنيه متظاهرًا أنه هاتف؟ أو أن يضع صندوقًا على رأسه متظاهرًا أنه قبعة؟ أو أن يستخدم لعبة صغيرة لتقليب طعامه؟","1. Does your child pretend to use things that are not what they are? Like holding a cup up to his ears pretending it was a phone? Or put a box on his head pretending to be a hat? Or use a small toy to stir his food?",NA,NA,NA,NA,NA
27,"27-month","Problem-solving",4,"cg4","q27_cg4","٢. هل يعيد طفلك الأشياء إلى أماكنها؟ كأن يضع الألعاب في مكانها على رف الألعاب، والبطانية على السرير، والأطباق في المطبخ؟","2. Does your child put things back in their places? Like putting the toys in their place on the toy shelf, the blanket on the bed, and the dishes in the kitchen?",NA,NA,NA,NA,NA
27,"27-month","Problem-solving",5,"cg5","q27_cg5","٣. عندما ينظر طفلك إلى المرآة، اسأله “أين ______ (اسم طفلك)؟ هل يشير طفلك إلى صورته المعكوسة بالمرآة؟","3. When your child looks in the mirror, ask, “Where is ______ (your child’s name)?” Does your child point to his or her reflection in the mirror?",NA,NA,NA,NA,NA
27,"27-month","Problem-solving",6,"cg6","q27_cg6","٤. إذا أراد طفلك شيئًا بعيدًا عن متناول يديه، هل يبحث عن كرسي أو صندوق ليصعد عليه حتي يحصل على مايريد؟","4. If your child wants something out of his reach, does he look for a chair or box to climb on to get what he wants?",NA,NA,NA,NA,NA
27,"27-month","Personal-social",1,"ps1","q27_ps1","٥. قم برص أربعة مكعبات أو سيارات في صف مستقيم أمام طفلك، هل يقلدك برصها كلها؟ (بإمكانك استخدام بكرات خيوط، أو صناديق صغيرة، أو ألعاب أخرى).","5. Arrange four blocks or cars in a straight row in front of your child. Does he imitate you by stacking them all? (You can use spools of string, small boxes, or other toys.)",NA,NA,NA,NA,NA
27,"27-month","Personal-social",2,"ps2","q27_ps2","٦. عندما تشير بإصبعك إلى الصورة المعطاة وتسأل طفلك “ما هذا”؟ هل يجيبك بكلمة تدل على شخص أو ما شابه؟","6. When you point your finger at the given picture and ask your child “What is this”? Does he answer you with a word that refers to a person or something similar?",NA,NA,NA,NA,NA
27,"27-month","Personal-social",3,"ps3","q27_ps3","١.٦ فضلً اكتب إجابة طفلك في الفراغ التالي:","1.6 Please write your child’s answer in the following space:",NA,NA,NA,NA,NA
27,"27-month","Personal-social",4,"ps4","q27_ps4","١. هل يقلدك طفلك عندما تقوم بإحدى الحركات التالية:","1. Does your child imitate you when you do one of the following movements:",NA,NA,NA,NA,NA
27,"27-month","Personal-social",5,"ps5","q27_ps5","١.١ برجاء تحديد الحركات التي يقلدها طفلك:","1.1 Please identify the movements your child is imitating:",NA,NA,NA,NA,NA
27,"27-month","Personal-social",6,"ps6","q27_ps6","٢. هل يأكل طفلك باستخدام الشوكة أو الملعقة؟","2. Does your child eat with a fork or spoon?",NA,NA,NA,NA,NA
30,"30-month","Communication",1,"c1","q30_c1","١. إذا أشرت إلى صورة كرة (أو قطة أو قبعة أو كوب)، ومن ثم سألت طفلك “ما هذه الصورة؟” فهل يسمّي طفلك شيئًا واحدًا على الأقل بنجاح؟","1. If you point to a picture of a ball (or a cat, or a hat, or a cup), and then ask your child, “What picture is this?” Does your child name at least one object successfully?",NA,NA,NA,NA,NA
30,"30-month","Communication",2,"c2","q30_c2","٢. هل ينفذ طفلك على الأقل ثلاثا من التعليمات التالية دون أن تساعده بالتلميح أو الإشارة؟","2. Does your child carry out at least three of the following instructions without your help by hinting or pointing?",NA,NA,NA,NA,NA
30,"30-month","Communication",3,"c3","q30_c3","١.٢ برجاء تحديد التعليمات التي ينفذها طفلك:","1.2 Please specify the instructions your child carries out:",NA,NA,NA,NA,NA
30,"30-month","Communication",4,"c4","q30_c4","٣. عندما تطلب من طفلك أن يشير إلى أنفه، أو عينيه، أو شعره، أو قدميه، أو أذنيه أو غيرها من أجزاء الجسم، هل يستطيع طفلك الإشارة إلى سبعة أجزاء على الأقل بطريقة صحيحة؟","3. When you ask your child to point to his nose, eyes, hair, feet, ears or other body parts, can your child point to at least seven parts correctly?",NA,NA,NA,NA,NA
30,"30-month","Communication",5,"c5","q30_c5","٤. هل يكوّن طفلك جملً من ثلاث أو أربع كلمات؟","4. Does your child form sentences with three or four words?",NA,NA,NA,NA,NA
30,"30-month","Communication",6,"c6","q30_c6","١.٤ اذكر مثالاً في الفراغ التالي:","1.4 Give an example in the following space:",NA,NA,NA,NA,NA
30,"30-month","Gross motor",1,"gm1","q30_gm1","٥. اطلب من طفلك دون أن تساعده بإشارة أو تلميح:“ ضع الكتاب على الطاولة” وَ “ضع الحذاء تحت الكرسي”. هل ينفذ طفلك الأوامر المطلوبة منه بطريقة صحيحة؟","5. Ask your child, without helping him with a gesture or hint: “Put the book on the table” and “Put the shoes under the chair.” Does your child carry out the commands required of him correctly?",NA,NA,NA,NA,NA
30,"30-month","Gross motor",2,"gm2","q30_gm2","٦. عند تصفحه لكتاب يحتوي على صور، هل يخبرك طفلك عما تحويه الصور من أحداث؟ (على سبيل المثال، “ينبح”، أو “يجري” أو يأكل، أو يبكي…)؟ يمكنك أن تسأله ماذا يفعل الكلب أو الولد في الصورة؟","6. When browsing a book that contains pictures, does your child tell you about the events in the pictures? (For example, “barks”, “runs”, eats, cries…)? You can ask him what the dog or boy is doing in the picture?",NA,NA,NA,NA,NA
30,"30-month","Gross motor",3,"gm3","q30_gm3","١. هل يجري طفلك بشكل جيد، ويتوقف بنفسه عن الجري دون أن يسقط أو يصطدم بشيء؟","1. Does your child run well and stop running on his own without falling or bumping into anything?",NA,NA,NA,NA,NA
30,"30-month","Gross motor",4,"gm4","q30_gm4","٢. هل يصعد أو ينزل طفلك درجتين من درجات السلم بنفسه؟ يمكن لطفلك أن يمسك بدرابزين الدرج أو مقابض السلم أو بالحائط.","2. Does your child walk up or down two flights of stairs on his own? Your child can hold on to the stair railing, ladder handles, or the wall.",NA,NA,NA,NA,NA
30,"30-month","Gross motor",5,"gm5","q30_gm5","٣. هل يحرك طفلك ساقه إلى الأمام عند ركل الكرة دون أن يمسك بأي شيء؟","3. Does your child move his leg forward when kicking the ball without catching anything?",NA,NA,NA,NA,NA
30,"30-month","Gross motor",6,"gm6","q30_gm6","٤. هل يقفز طفلك رافعًا كلتا قدميه عن الأرض في نفس الوقت؟","4. Does your child jump with both feet off the ground at the same time?",NA,NA,NA,NA,NA
30,"30-month","Fine motor",1,"fm1","q30_fm1","٥. هل يصعد طفلك سلم الدرج مستخدمًا قدمًا واحدة لكل درجة يصعدها؟","5. Does your child climb stairs using one foot for each step?",NA,NA,NA,NA,NA
30,"30-month","Fine motor",2,"fm2","q30_fm2","٦. هل يقف طفلك على قدم واحدة لمدة ثانية واحدة دون أن يستند إلى شيء؟","6. Does your child stand on one foot for one second without leaning on anything?",NA,NA,NA,NA,NA
30,"30-month","Fine motor",3,"fm3","q30_fm3","١. هل يقوم طفلك بحركة البرم أو اللف بيده؟ كأن يدير مقبض الباب لفتحه، أو يبرم مفتاح لعبته لتشغيلها، أوغطاء علبة لفتحها وإغلاقها؟","1. Does your child twist or roll with his hands? Like turning a doorknob to open it, or turning the key of a toy to turn it on, or the lid of a box to open and close it?",NA,NA,NA,NA,NA
30,"30-month","Fine motor",4,"fm4","q30_fm4","٢. بعد أن يشاهدك طفلك ترسم خطًا من أعلى الصفحة إلى أسفلها مستخدمًا قلم تلوين أو قلم رصاص أو حبر، اطلب منه أن يرسم خطًا مشابهًا للذي رسمت. لا تجعله يرسم فوق خطك. هل يستطيع طفلك رىسم خط عمودي؟","2. After your child watches you draw a line from the top to the bottom of the page using a crayon, pencil, or ink, ask him to draw a line similar to the one you drew. Don't let him draw over your line. Can your child draw a vertical line?",NA,NA,NA,NA,NA
30,"30-month","Fine motor",5,"fm5","q30_fm5","٣. هل يدُخل طفلك الخيط بالأشياء الصغيرة المثقوبة، مثل كرات الخرز وحبوب المعكرونة وعجلات الألعاب الصغيرة؟","3. Does your child floss with small, perforated objects, such as bead balls, pasta pods, and small toy wheels?",NA,NA,NA,NA,NA
30,"30-month","Fine motor",6,"fm6","q30_fm6","٤. بعد أن يشاهدك طفلك ترسم خطًا من يمين الصفحة إلى يسارها، اطلب منه أن يرسم خطًا مشابهًا للذي رسمت. لا تجعله يرسم فوق خطك. هل يستطيع طفلك رىسم خط أفقي؟","4. After your child watches you draw a line from the right to the left of the page, ask him to draw a line similar to the one you drew. Don't let him draw over your line. Can your child draw a horizontal line?",NA,NA,NA,NA,NA
30,"30-month","Problem-solving",1,"cg1","q30_cg1","٥. بعد أن يشاهدك طفلك ترسم دائرة. اطلب منه أن يرسم دائرة كالتي رسمت. لا تجعله يرسم فوقها. هل يقلدك طفلك برسم دائرة؟","5. After your child watches you draw a circle. Ask him to draw a circle like the one I drew. Don't let him paint over it. Does your child imitate you by drawing a circle?",NA,NA,NA,NA,NA
30,"30-month","Problem-solving",2,"cg2","q30_cg2","٦. هل يقلب طفلك صفحات كتاب الواحدة تلو الأخرى؟","6. Does your child turn the pages of a book one by one?",NA,NA,NA,NA,NA
30,"30-month","Problem-solving",3,"cg3","q30_cg3","١. عندما ينظر طفلك إلى المرآة، اسأله “أين _____ (اسم طفلك)؟ هل يشير طفلك إلى صورته المعكوسة بالمرآة؟","1. When your child looks in the mirror, ask, “Where is _____ (your child’s name)?” Does your child point to his or her reflection in the mirror?",NA,NA,NA,NA,NA
30,"30-month","Problem-solving",4,"cg4","q30_cg4","٢. إذا أراد طفلك شيئًا بعيدًا عن متناول يديه، هل يبحث عن كرسي أو صندوق ليصعد عليه حتي يحصل على مايريد؟ (كلعبة موضوعة على رف مثلا).","2. If your child wants something out of his reach, does he look for a chair or box to climb on to get what he wants? (Like a toy placed on a shelf, for example).",NA,NA,NA,NA,NA
30,"30-month","Problem-solving",5,"cg5","q30_cg5","٣. قم برص أربعة مكعبات أو سيارات في صف مستقيم أمام طفلك، هل يقلدك برصها كلها؟ (بإمكانك استخدام بكرات خيوط، أو صناديق صغيرة، أو ألعاب أخرى).","3. Arrange four blocks or cars in a straight row in front of your child. Does he imitate you by stacking them all? (You can use spools of string, small boxes, or other toys.)",NA,NA,NA,NA,NA
30,"30-month","Problem-solving",6,"cg6","q30_cg6","٤. عندما تشير بإصبعك إلى الصورة المعطاة وتسأل طفلك “ما هذا”؟ هل يجيبك بكلمة تدل على شخص أو ما شابه؟","4. When you point your finger at the given picture and ask your child “What is this”? Does he answer you with a word that refers to a person or something similar?",NA,NA,NA,NA,NA
30,"30-month","Personal-social",1,"ps1","q30_ps1","١.٤ فضلً اكتب إجابة طفلك في الفراغ التالي:","1.4 Please write your child’s answer in the following space:",NA,NA,NA,NA,NA
30,"30-month","Personal-social",2,"ps2","q30_ps2","٥. عندما تقول لطفلك:“ قل سبعة، ثلاثة”، هل يُعيد عليك الرقمين بنفس الترتيب؟ لا تكرر عليه الأرقام مرة أخرى.","5. When you say to your child: “Say seven, three,” does he repeat the two numbers to you in the same order? Don't repeat the numbers again.",NA,NA,NA,NA,NA
30,"30-month","Personal-social",3,"ps3","q30_ps3","٦. بعد أن يرسم طفلك صورة أو حتى خربشة على الورقة، هل يحدثك عن رسمته؟ (يمكن أن تقول له: “أخبرني عما رسمت” أو اسأله “ماذا رسمت”؟)","6. After your child draws a picture or even scribbles on paper, does he talk to you about his drawing? (You can say to him: “Tell me about what you drew” or ask him “What did you draw”?)",NA,NA,NA,NA,NA
30,"30-month","Personal-social",4,"ps4","q30_ps4","١. هل يقلدك طفلك عندما تقوم بإحدى الحركات التالية:","1. Does your child imitate you when you do one of the following movements:",NA,NA,NA,NA,NA
30,"30-month","Personal-social",5,"ps5","q30_ps5","١.١ برجاء تحديد الحركات التي يقلدها طفلك:","1.1 Please identify the movements your child is imitating:",NA,NA,NA,NA,NA
30,"30-month","Personal-social",6,"ps6","q30_ps6","٢. هل يستخدم طفلك الملعقة ليطعم نفسه حتى إن كان يسقط منها القليل من الأكل؟","2. Does your child use a spoon to feed himself, even if he drops some food?",NA,NA,NA,NA,NA
33,"33-month","Communication",1,"c1","q33_c1","١. عندما تطلب من طفلك أن يشير إلى أنفه، أو عينيه ، أو شعره، أو قدميه، أو أذنيه أو غيرها من أجزاء الجسم، هل يستطيع طفلك الإشارة إلى سبعة أجزاء على الأقل بطريقة صحيحة؟","1. When you ask your child to point to his nose, eyes, hair, feet, ears or other body parts, can your child point to at least seven parts correctly?",NA,NA,NA,NA,NA
33,"33-month","Communication",2,"c2","q33_c2","٢. هل يكوّن طفلك جملً من ثلاث أو أربع كلمات؟","2. Does your child form sentences with three or four words?",NA,NA,NA,NA,NA
33,"33-month","Communication",3,"c3","q33_c3","١.٢ اذكر مثالاً في الفراغ التالي:","1.2 Give an example in the following space:",NA,NA,NA,NA,NA
33,"33-month","Communication",4,"c4","q33_c4","٣. اطلب من طفلك دون أن تساعده بإشارة أو تلميح:“ ضع الكتاب على الطاولة” وَ “ضع الحذاء تحت الكرسي”. هل ينفذ طفلك الأوامر المطلوبة منه بطريقة صحيحة؟","3. Ask your child, without helping him with a gesture or hint: “Put the book on the table” and “Put the shoes under the chair.” Does your child carry out the commands required of him correctly?",NA,NA,NA,NA,NA
33,"33-month","Communication",5,"c5","q33_c5","٤. عند تصفحه لكتاب يحتوي على صور، هل يخبرك طفلك عما تحويه الصور من أحداث؟ (على سبيل المثال، “ينبح”، أو “يجري” أو يأكل، أو يبكي…)؟ يمكنك أن تسأله ماذا يفعل الكلب أو الولد في الصورة؟","4. When browsing a book that contains pictures, does your child tell you about the events in the pictures? (For example, “barks”, “runs”, eats, cries…)? You can ask him what the dog or boy is doing in the picture?",NA,NA,NA,NA,NA
